Company Name,Rating,Good Reviews,Bad Reviews,Salaries
Vedang Cellular Services,3.8,Salary & Benefits,"Job Security, Promotions / Appraisal",1.7k
Bharat Biotech International,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",2.2k
Excitel Broadband,3.6,,"Promotions / Appraisal, Job Security, Company Culture",1.9k
Pathkind Diagnostics Private Limited,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",,1.8k
HLL Lifecare,3.7,,"Promotions / Appraisal, Salary & Benefits, Job Security",1.7k
Inspira Enterprise India Limited,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",3.5k
SIS Prosegur Holdings,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.5k
Maxicus,4.0,"Company Culture, Work Life Balance, Job Security",,692
Vadilal Industries,4.1,"Job Security, Work Life Balance, Company Culture",,1.8k
Ofbusiness,3.0,,"Job Security, Work Life Balance, Company Culture",2.5k
Coal India,4.0,"Job Security, Salary & Benefits, Work Life Balance",,1.9k
IDP Education Limited,3.6,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",2.5k
Consulting Engineers Group,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,1.7k
Affinity Express,2.8,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",2.5k
Anmol Industries,3.9,,Promotions / Appraisal,1.7k
Sterling Oil Exploration & Energy Production,3.5,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",1.3k
Ascent HR Technologies Private Limited,3.7,,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.7k
Kiya.ai,3.8,Work Life Balance,Promotions / Appraisal,4.2k
Eli Lilly and Company,3.4,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",4.6k
Jubilant Generics,4.0,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,2.3k
Varindera Constructions,4.4,"Salary & Benefits, Company Culture, Work Satisfaction",,1.3k
Efs Facilities Services,3.7,,"Promotions / Appraisal, Salary & Benefits",1.4k
EdgeVerve Systems,3.3,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",4.1k
BEML,3.8,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.7k
Avaada Group,4.2,"Job Security, Work Life Balance, Salary & Benefits",,2.2k
APL Apollo Tubes,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",,1.9k
Pamac Finserve,3.2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.6k
Hilton,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",,1.5k
Quest Retail Private Limited,4.1,"Work Life Balance, Job Security, Skill Development / Learning",,934
Hettich,3.7,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.4k
Infinity Learn,4.2,"Salary & Benefits, Company Culture, Skill Development / Learning",,1.9k
Micromax Informatics,3.9,Work Life Balance,"Promotions / Appraisal, Job Security",1.3k
Capital Numbers Infotech,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,1.2k
Accion Labs,3.5,,"Promotions / Appraisal, Job Security, Work Satisfaction",4.7k
PTC,4.2,"Work Life Balance, Company Culture, Job Security",,3.9k
Cvent,3.2,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",4.6k
Lulu International Shopping Mall,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",2.4k
Wood Group,3.8,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,2.7k
NLC India Limited,4.4,"Work Life Balance, Job Security, Company Culture",,1.2k
Jindal Poly Films,3.6,,"Promotions / Appraisal, Job Security, Company Culture",2.4k
GAMMON INDIA,3.7,,Promotions / Appraisal,1.1k
Orra Fine Jewellery,3.5,,"Company Culture, Work Satisfaction, Job Security",1.7k
Apitoria Pharma,4.2,"Work Life Balance, Job Security, Company Culture",,763
Gandhi Automations,4.0,"Job Security, Salary & Benefits, Promotions / Appraisal",,1.3k
Dr. Reddy's Foundation,3.7,,Promotions / Appraisal,1.7k
PureSoftware,2.9,,"Job Security, Promotions / Appraisal, Skill Development / Learning",3.7k
Army Public School,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",1.2k
Maharashtra State Electricity Distribution Company,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1.2k
Axiscades,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",3.7k
Colt Technology Services,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,3.2k
AVEVA,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,1.8k
Perficient,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",4.4k
Vyapar,3.5,,"Job Security, Promotions / Appraisal, Work Life Balance",2.2k
The Saraswat Co-operative Bank,3.2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.9k
AVIOM,4.0,"Work Life Balance, Salary & Benefits, Company Culture",,1.2k
WayCool Foods and Products,3.4,,"Job Security, Promotions / Appraisal, Skill Development / Learning",2.9k
HashedIn by Deloitte,4.0,"Job Security, Company Culture, Skill Development / Learning",,5.5k
HashedIn by Deloitte,4.0,"Job Security, Company Culture, Skill Development / Learning",,5.5k
PayU Payments,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction",4.2k
TSYS|Total System Services,4.1,"Work Life Balance, Company Culture, Salary & Benefits",,4.2k
Damco Solutions,3.5,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",2.1k
HBL Power Systems,4.0,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",2.1k
Fenesta Building Systems,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1.9k
Amway India Enterprises,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,2.1k
Aurionpro Solutions,3.5,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",3.5k
Jaipur Rugs,4.3,"Company Culture, Skill Development / Learning, Work Life Balance",,838
J K Fenner,3.9,,Promotions / Appraisal,2k
Applied Materials,3.7,,"Promotions / Appraisal, Skill Development / Learning",4.7k
Pinnacle Infotech,3.4,Job Security,"Company Culture, Work Life Balance, Work Satisfaction",2.8k
SoftAge Information Technology,3.6,,"Promotions / Appraisal, Job Security",886
Country Delight,3.8,Salary & Benefits,Promotions / Appraisal,2.4k
Dishman Carbogen Amcis,3.5,,"Promotions / Appraisal, Job Security, Company Culture",2.1k
FNP,3.7,,"Promotions / Appraisal, Job Security",2.3k
McCain Foods,4.1,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,1.6k
Maxop Engineering Co.,4.1,"Salary & Benefits, Work Life Balance, Skill Development / Learning",,2.3k
Alcon,3.8,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,2.9k
Baker Hughes,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,4.1k
Expleo Group,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",5.5k
Iron Mountain Inc,3.8,Work Life Balance,Promotions / Appraisal,3k
Transport Corporation Of India,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1.8k
Levi Strauss & Co.,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,2k
Allianz Services,4.2,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal",2.4k
Prochant,3.9,"Company Culture, Work Life Balance",,2.2k
Empower,4.0,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal,4k
Kauvery Hospital,4.0,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,2.1k
United Spirits,4.1,"Work Life Balance, Skill Development / Learning, Salary & Benefits","Promotions / Appraisal, Job Security",1.5k
Paras Dairy,3.4,,"Job Security, Promotions / Appraisal, Company Culture",1.6k
Voyants Solutions,3.7,,"Promotions / Appraisal, Job Security",1.7k
Toyota Industries Engine India,4.4,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,1.5k
Lear Corporation,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,2.9k
Andritz Hydro Location India,3.8,Job Security,Promotions / Appraisal,2.7k
C5i,4.2,"Company Culture, Work Life Balance, Work Satisfaction",,2.8k
Toothsi,2.7,,"Job Security, Promotions / Appraisal, Company Culture",2.2k
Wow Momo Foods,3.6,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.8k
BAXY,4.0,"Work Life Balance, Salary & Benefits, Work Satisfaction",,2k
HUDL,3.2,,"Promotions / Appraisal, Skill Development / Learning, Job Security",1.9k
UTL Solar,3.7,,"Promotions / Appraisal, Company Culture, Job Security",1.7k
Herbalife International,4.0,"Work Life Balance, Company Culture, Salary & Benefits",,2.6k
Solara Active Pharma Sciences,3.7,,"Promotions / Appraisal, Company Culture, Salary & Benefits",2.8k
DB Schenker,4.3,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,2.2k
QSpiders,3.7,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.8k
Genesys International Corporation,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",2.5k
ArcelorMittal,4.1,"Work Life Balance, Job Security, Salary & Benefits",,2.9k
Paramount Health Services Tpa,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",2.3k
Matrimonialsindia,4.9,"Company Culture, Work Life Balance, Work Satisfaction",,117
Courtyard by Marriott,4.2,"Job Security, Company Culture, Skill Development / Learning",,1.1k
Congruex Asia Pacific,3.7,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.3k
"DATAMARK, Inc.",3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.7k
BUSINESSNEXT,3.5,,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",3.8k
Renault,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,1.8k
MITS Global Consulting,4.5,"Work Life Balance, Company Culture, Work Satisfaction",,884
Z X Learning,4.3,"Company Culture, Work Life Balance, Work Satisfaction",,358
Mahendra NextWealth IT,3.4,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.8k
Bajaj Consumer Care,3.8,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,1.4k
Artemis Hospitals,4.1,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,1.5k
Practo,3.0,,"Job Security, Promotions / Appraisal, Company Culture",3k
Sandoz,4.0,"Company Culture, Salary & Benefits, Work Life Balance",Promotions / Appraisal,2.4k
Sandoz,4.0,"Company Culture, Salary & Benefits, Work Life Balance",Promotions / Appraisal,2.4k
Prestige Group,4.3,"Work Life Balance, Job Security, Company Culture",,2.5k
Ambit Finvest,4.0,"Salary & Benefits, Company Culture, Work Life Balance",,1.8k
The Times of India,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.8k
Unimoni,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,2k
Laxmi Organic Industries,3.9,,Promotions / Appraisal,2k
Innominds Software,3.2,,"Promotions / Appraisal, Job Security, Work Satisfaction",4.7k
Navin Fluorine International,3.8,"Job Security, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",2.6k
Harman Finochem,3.6,,"Company Culture, Promotions / Appraisal, Job Security",2.8k
Carlsberg,4.0,"Salary & Benefits, Company Culture, Job Security",Promotions / Appraisal,1.8k
Inox Wind,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1.7k
Marelli,3.5,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",2.8k
Western Refrigeration,3.8,"Job Security, Salary & Benefits",Company Culture,2.3k
General Motors,4.0,"Company Culture, Work Life Balance, Work Satisfaction",,2.1k
Datamatics Business Solutions,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.5k
Bharat Fritz Werner,3.9,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",2.3k
SAEL Industries Limited,4.0,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,1.9k
Kirloskar Pneumatic,4.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.6k
MR.DIY,3.4,,"Company Culture, Work Satisfaction, Work Life Balance",1.4k
Propertypistol Realty,3.7,Salary & Benefits,"Job Security, Promotions / Appraisal",2k
Enco Engineers Combine,3.7,,"Promotions / Appraisal, Company Culture, Job Security",1.5k
Kellogg Brown and Root,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,2.2k
Titan Engineering & Automation,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Life Balance",2.7k
LendingKart,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction",2.6k
Offshore Infrastructures,4.2,"Work Life Balance, Job Security, Work Satisfaction",,1.7k
Virtual Employee,3.3,,"Promotions / Appraisal, Job Security, Skill Development / Learning",3.1k
L & W Constructions,3.9,"Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,1.8k
GSPANN Technologies,4.1,"Work Life Balance, Company Culture, Job Security",,3.5k
Gayatri Projects,3.9,,"Promotions / Appraisal, Job Security",1.8k
Utility Powertech,3.8,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.7k
BLK Super Speciality Hospital,3.9,"Skill Development / Learning, Job Security",Promotions / Appraisal,1.5k
Craftsman Automation,3.8,"Salary & Benefits, Skill Development / Learning","Company Culture, Promotions / Appraisal, Work Life Balance",2.4k
Anudip Foundation,3.7,,"Promotions / Appraisal, Job Security",1.3k
Yokohama,3.7,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",2.1k
WPP Media,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",3.9k
Dhani Healthcare,3.5,,"Job Security, Promotions / Appraisal, Company Culture",2.3k
Maini Precision Products,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",2.8k
Roop Polymers,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1.8k
RAK Ceramics,3.8,,Promotions / Appraisal,1.7k
Eicher Motors,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,1.6k
Hi Tech Gears,4.0,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,2.1k
Bharti Infratel,4.7,"Company Culture, Work Satisfaction, Skill Development / Learning",,1.1k
AM Infoweb,3.8,"Skill Development / Learning, Salary & Benefits",,1.4k
Sulzer,3.9,"Salary & Benefits, Job Security",Promotions / Appraisal,2.7k
RadiSys,3.8,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.5k
Macawber Beekay,4.2,"Job Security, Company Culture, Work Life Balance",,1.7k
Fena,4.0,"Company Culture, Work Life Balance, Job Security",,1.5k
RuralShores,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.1k
Cpf India,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.6k
Maxgen Technologies,4.5,"Skill Development / Learning, Company Culture, Work Life Balance",,1.1k
Vestige,4.3,"Company Culture, Skill Development / Learning, Work Life Balance",,1.4k
Tracxn,2.8,,"Job Security, Promotions / Appraisal, Skill Development / Learning",2.4k
Insuremile,4.7,"Company Culture, Work Life Balance, Skill Development / Learning",,75
RMC Readymix,3.6,,"Promotions / Appraisal, Work Satisfaction, Job Security",1.4k
Telenor,4.1,"Company Culture, Work Life Balance, Salary & Benefits",,580
S P Singla Constructions,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.6k
Allianz Partners,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.6k
Haldiram Snacks,3.9,,Promotions / Appraisal,1.7k
CTS Consulting & Technical Support,3.7,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",6.8k
Unified Mentor,4.2,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,381
Allianz Partners,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.6k
NMDC Limited,4.1,"Work Life Balance, Salary & Benefits, Work Satisfaction",Promotions / Appraisal,2k
Infiniti Research,3.4,,"Company Culture, Work Satisfaction, Promotions / Appraisal",1.7k
Scaler Academy,3.5,,"Job Security, Promotions / Appraisal, Skill Development / Learning",2.5k
Sanmina Sci,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,2.7k
Sterling,4.0,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal,1k
Kidzee,3.9,"Skill Development / Learning, Work Life Balance, Company Culture",Salary & Benefits,1.2k
Zycus Infotech,2.7,,"Promotions / Appraisal, Company Culture, Work Life Balance",3.2k
Castrol,4.3,"Company Culture, Work Life Balance, Salary & Benefits",,1.9k
Vimta Labs,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",2.1k
Micron Electricals,4.0,"Job Security, Skill Development / Learning, Work Life Balance",,2.3k
Welspun Enterprises,4.2,"Salary & Benefits, Company Culture, Work Life Balance",,1.8k
CompuCom,3.8,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",3.1k
