Price,AAPL_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Volume,MSFT_Close,MSFT_High,MSFT_Low,MSFT_Open,MSFT_Volume,GOOG_Close,GOOG_High,GOOG_Low,GOOG_Open,GOOG_Volume,NVDA_Close,NVDA_High,NVDA_Low,NVDA_Open,NVDA_Volume,AMZN_Close,AMZN_High,AMZN_Low,AMZN_Open,AMZN_Volume,META_Close,META_High,META_Low,META_Open,META_Volume,BTC_Close,BTC_High,BTC_Low,BTC_Open,BTC_Volume,ETH_Close,ETH_High,ETH_Low,ETH_Open,ETH_Volume,GLD_Close,GLD_High,GLD_Low,GLD_Open,GLD_Volume,SLV_Close,SLV_High,SLV_Low,SLV_Open,SLV_Volume
2016-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.6109924316406,454.6400146484375,446.8890075683594,453.38299560546875,32278000,,,,,,,,,,,,,,,
2016-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.9909973144531,448.3089904785156,440.35101318359375,448.2380065917969,35995900,,,,,,,,,,,,,,,
2016-01-11,22.194686889648438,22.31407344302432,21.926629121332716,22.293801032941662,198957600.0,45.69014358520508,46.1706320073778,44.95630557099458,45.873602255612056,36943800.0,35.53498077392578,35.67517987021035,34.915129476160566,35.56376800869546,41812000.0,0.7239717841148376,0.7290942619198684,0.711043722772406,0.7234839678567502,409372000.0,30.886999130249023,30.99250030517578,29.928499221801758,30.624000549316406,97832000.0,96.8335952758789,97.91603053301314,94.72829855299021,97.23082207331635,29932400.0,448.4280090332031,450.6619873046875,443.8550109863281,448.697998046875,40450000,,,,,,104.73999786376953,105.56999969482422,104.70999908447266,105.47000122070312,6272400.0,13.220000267028809,13.390000343322754,13.180000305175781,13.390000343322754,3799100.0
2016-01-12,22.51680564880371,22.6812448631054,22.26451588888082,22.64970885793796,196616800.0,46.109474182128906,46.38903117356586,45.48047261768686,46.092001453591315,36095500.0,36.03324508666992,36.166246422752735,35.59885053871225,35.8153776377121,40490000.0,0.7361679673194885,0.7469007377939464,0.731045548336068,0.7368997497680396,469356000.0,30.894500732421875,31.29949951171875,30.61199951171875,31.262500762939453,94482000.0,98.6806869506836,99.2665905665858,96.87331233891761,98.31325086134918,28395400.0,435.69000244140625,448.1820068359375,435.69000244140625,448.1820068359375,115607000,,,,,,104.20999908447266,104.58999633789062,103.6500015258789,104.08999633789062,5540200.0,13.170000076293945,13.199999809265137,13.100000381469727,13.170000076293945,4588400.0
2016-01-13,21.937894821166992,22.793876624144982,21.91762240914001,22.597901381632845,249758400.0,45.11355209350586,47.23644029355409,44.81652237280744,47.00056345659515,66883600.0,34.76723861694336,36.46351583149395,34.67046459410718,36.270463791024916,50034000.0,0.7137269377708435,0.7466569192808498,0.7129951552344928,0.7417783496530301,481672000.0,29.090499877929688,31.04400062561035,28.95800018310547,31.04400062561035,153104000.0,94.77794647216797,99.88229029611284,94.54953862122251,99.88229029611284,33410600.0,432.3710021972656,435.1860046386719,424.4429931640625,434.6650085449219,173888000,,,,,,104.72000122070312,104.81999969482422,103.77999877929688,103.88999938964844,7324200.0,13.489999771118164,13.529999732971191,13.289999961853027,13.3100004196167,7780900.0
2016-01-14,22.417692184448242,22.63394153867265,21.566216582054608,22.0662899913546,252680400.0,46.39777755737305,46.668596567007135,45.052407211004386,45.428062610738266,52381900.0,35.469970703125,35.827537471886735,34.19850860298625,35.006448128301784,44516000.0,0.699335515499115,0.7073850675908087,0.6786018066189435,0.6990915491448635,600236000.0,29.649999618530273,30.112499237060547,28.493999481201172,29.012500762939453,144760000.0,97.68762969970703,98.18416129964695,91.8086897983006,95.18510619318617,48658600.0,430.3059997558594,433.3240051269531,427.8450012207031,432.2879943847656,43945500,,,,,,103.0199966430664,104.18000030517578,102.5,103.75,9989100.0,13.1899995803833,13.220000267028809,13.100000381469727,13.199999809265137,6130700.0
2016-01-15,21.87932586669922,22.00997602034659,21.480619654080122,21.669835695707224,319335600.0,44.545711517333984,45.40185537806295,43.97785939918322,44.825268560323735,71820700.0,34.46400833129883,35.07393562700527,34.013389556195094,34.35681064062019,72162000.0,0.6612828373908997,0.6793333759553956,0.649818341505881,0.6712838263924773,841452000.0,28.509000778198242,29.231000900268555,28.264999389648438,28.61199951171875,155690000.0,94.31121063232422,95.71142576471196,92.89112999367808,93.32808021371405,46132800.0,364.33099365234375,430.2550048828125,364.33099365234375,430.2550048828125,153351008,,,,,,104.08000183105469,104.95999908447266,103.97000122070312,104.91999816894531,10052700.0,13.239999771118164,13.4399995803833,13.220000267028809,13.420000076293945,6320200.0
2016-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.5360107421875,390.5570068359375,354.91400146484375,365.072998046875,120352000,,,,,,,,,,,,,,,
2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.29901123046875,390.9649963378906,380.0920104980469,387.1520080566406,45319600,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.1679992675781,388.10400390625,376.6650085449219,381.7330017089844,54403900,,,,,,,,,,,,,,,
2016-01-19,21.773456573486328,22.22171987191926,21.51215625892898,22.167658389749423,212350800.0,44.17006301879883,45.14851282217385,43.73325465429063,44.9737888098539,43564500.0,34.82828140258789,35.23473305656427,34.412401863430595,34.90321983772874,45362000.0,0.666649341583252,0.6939690333263387,0.6639661191479709,0.6749428007406862,457140000.0,28.724000930786133,29.200000762939453,28.322500228881836,28.85449981689453,96144000.0,94.59919738769531,96.74420984279912,93.26848883259555,95.86038424917929,30998300.0,380.14898681640625,387.7300109863281,378.97198486328125,387.0260009765625,46819800,,,,,,103.9800033569336,104.44999694824219,103.6500015258789,104.05999755859375,4588400.0,13.359999656677246,13.470000267028809,13.350000381469727,13.449999809265137,4689300.0
2016-01-20,21.802730560302734,22.118092227458725,21.043610184476588,21.42204384134721,289337600.0,44.3709831237793,44.88641699543928,42.894569096311585,43.66335255444127,63273000.0,34.66252899169922,35.07940059175905,33.412402624184665,34.17419098427219,68900000.0,0.6703078746795654,0.6788452960568141,0.6451835429553311,0.6539648723799104,481180000.0,28.588499069213867,28.922500610351562,27.358999252319336,28.218000411987305,159328000.0,93.69551849365234,94.34101113778412,88.75006762630625,92.18606564909527,59051400.0,420.2300109863281,425.2669982910156,376.5989990234375,379.739990234375,121720000,,,,,,105.37000274658203,106.16000366210938,104.94000244140625,105.16999816894531,10120900.0,13.479999542236328,13.539999961853027,13.380000114440918,13.420000076293945,5764500.0
2016-01-21,21.692359924316406,22.048266485215724,21.386008711417897,21.863554876137204,208646000.0,44.100162506103516,45.06114269892993,43.942911262415244,44.55444350647157,40191200.0,35.066497802734375,35.69180900553742,34.46451399316824,34.84764210010816,48244000.0,0.6781137585639954,0.6886025644192992,0.6637221317603198,0.6776259422932278,481456000.0,28.750999450683594,29.440500259399414,28.410999298095703,28.679000854492188,99044000.0,93.50682830810547,95.32412808470184,91.97751017299491,94.25162565839805,30518900.0,410.2619934082031,422.87701416015625,406.29998779296875,419.6319885253906,68338000,,,,,,105.48999786376953,105.48999786376953,104.5199966430664,104.98999786376953,5425000.0,13.460000038146973,13.460000038146973,13.229999542236328,13.3100004196167,4268400.0
2016-01-22,22.845684051513672,22.85469458488389,22.158647638223634,22.217213527254792,263202000.0,45.68140411376953,45.716349570934035,44.78157692098581,44.912620719061586,37555800.0,35.992549896240234,36.13547890895012,35.73800835242589,35.91066360103038,40236000.0,0.6939688324928284,0.6986034352157461,0.6895781378638213,0.691041702740157,257996000.0,29.819000244140625,30.0049991607666,29.20549964904785,29.436500549316406,102402000.0,97.26060485839844,97.38970033708118,94.82759565698095,95.74121948983004,30495400.0,382.49200439453125,410.4100036621094,375.2820129394531,409.7510070800781,91546600,,,,,,105.0,105.51000213623047,104.76000213623047,104.93000030517578,4185300.0,13.380000114440918,13.65999984741211,13.359999656677246,13.520000457763672,5563700.0
2016-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.4909973144531,394.5429992675781,381.9809875488281,382.4339904785156,56247400,,,,,,,,,,,,,,,
2016-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.97100830078125,405.4849853515625,387.510009765625,388.10198974609375,54824800,,,,,,,,,,,,,,,
2016-01-25,22.399667739868164,22.870456380223203,22.34785761669965,22.868203317846383,207178000.0,45.24460983276367,45.99592073030083,45.122304027598695,45.375650338619046,34707700.0,35.318603515625,36.21240111111217,35.23622121578466,35.909671338089176,34234000.0,0.6932370066642761,0.701774429137578,0.6917734418795464,0.6937248809779969,270728000.0,29.826499938964844,30.424999237060547,29.72800064086914,29.899499893188477,87922000.0,96.3370590209961,98.78992623201475,96.25761215005097,98.03519611097732,32482000.0,391.72601318359375,402.3169860839844,388.5539855957031,402.3169860839844,59062400,,,,,,106.08000183105469,106.08999633789062,105.5999984741211,105.76000213623047,6819400.0,13.579999923706055,13.59000015258789,13.510000228881836,13.5600004196167,3474800.0
2016-01-26,22.5235652923584,22.72404493823475,22.091069992394825,22.5100503512919,300308000.0,45.57657241821289,45.81244927939978,45.034931106922194,45.244600538838064,28900800.0,35.3865966796875,35.64664730618874,35.06103928446814,35.42679582213477,26634000.0,0.7000669240951538,0.7029940537732303,0.6876267392761982,0.69470059722726,227944000.0,30.0625,30.225000381469727,29.518999099731445,30.172500610351562,75314000.0,96.6647720336914,97.20102709185105,94.99643306582306,97.08186435212974,26877100.0,392.15301513671875,397.7659912109375,390.57501220703125,392.00201416015625,58147000,,,,,,107.29000091552734,107.43000030517578,106.26000213623047,106.31999969482422,8443400.0,13.819999694824219,13.869999885559082,13.65999984741211,13.670000076293945,7802400.0
2016-01-27,21.04361343383789,21.766691802288033,21.025592371541684,21.633790334665466,533478800.0,44.74664306640625,45.60278692967437,44.571919080873755,45.43679764375622,36775200.0,34.73895263671875,35.64441206661583,34.46103825919902,35.41785884074535,43884000.0,0.6917735934257507,0.7012867084540909,0.678601623790477,0.6990913607960635,231700000.0,29.167499542236328,30.16950035095215,28.93899917602539,30.09950065612793,103058000.0,93.79480743408203,97.17122351348279,93.57633991475718,97.11164215152786,58699400.0,394.97198486328125,396.8429870605469,391.7820129394531,392.4440002441406,47424400,,,,,,107.69000244140625,107.93000030517578,106.6500015258789,106.86000061035156,8273400.0,13.8100004196167,13.880000114440918,13.670000076293945,13.789999961853027,4311800.0
2016-01-28,21.19454002380371,21.29140110397176,20.811601828860308,21.12696360512257,222715200.0,45.48048400878906,45.61152450676822,44.77285332240265,45.30576001223381,62513800.0,36.27592468261719,36.41140983302187,35.35235160846289,35.8421775855345,53528000.0,0.6842117309570312,0.6998229521165181,0.670795798699246,0.6973836969929599,276776000.0,31.767499923706055,31.902999877929688,29.877500534057617,30.418500900268555,280304000.0,108.35311889648438,109.57458230554575,104.08294439995746,106.45636467839648,107475300.0,380.28900146484375,395.50201416015625,379.7349853515625,395.14599609375,59247900,,,,,,106.54000091552734,106.86000061035156,106.4800033569336,106.55000305175781,5914200.0,13.569999694824219,13.609999656677246,13.529999732971191,13.550000190734863,4153400.0
2016-01-29,21.926624298095703,21.926624298095703,21.253103009031683,21.352217130522604,257666000.0,48.12754440307617,48.12754440307617,47.17530206149453,47.813041856119554,83611700.0,36.8709602355957,36.97220209359434,36.06947260542966,36.30421180548731,69486000.0,0.7144587635993958,0.7159223288799142,0.6873830385356129,0.6900662027789286,310504000.0,29.350000381469727,29.649999618530273,28.5,28.599000930786133,293552000.0,111.4316177368164,112.05724480829751,108.08499211616693,108.23395310741599,62739500.0,379.4739990234375,384.3789978027344,365.4519958496094,380.1080017089844,86125296,,,,,,106.94999694824219,107.0,106.26000213623047,106.61000061035156,8098700.0,13.59000015258789,13.619999885559082,13.5,13.529999732971191,3640400.0
2016-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.2550048828125,380.9169921875,376.4909973144531,378.864990234375,30284400,,,,,,,,,,,,,,,
2016-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.7669982910156,380.34698486328125,367.8349914550781,378.2929992675781,37894300,,,,,,,,,,,,,,,
2016-02-01,21.72164535522461,21.784717367715892,21.48962971559591,21.730655888235283,163774000.0,47.79555892944336,48.12753413961126,47.61210026037,47.944075470537896,44208500.0,37.320091247558594,37.61091311484829,36.886843943666825,37.243664795043365,102784000.0,0.7147026062011719,0.7183614606126634,0.7076287473407948,0.713726915568537,289884000.0,28.74049949645996,29.09000015258789,28.515499114990234,28.907499313354492,127102000.0,114.29164123535156,114.91727590677452,111.23301230578218,111.49120328539796,46132700.0,373.0559997558594,378.0719909667969,367.9570007324219,369.3500061035156,51656700,,,,,,108.05000305175781,108.1500015258789,107.52999877929688,107.54000091552734,10471800.0,13.670000076293945,13.729999542236328,13.569999694824219,13.640000343322754,3404200.0
2016-02-02,21.282392501831055,21.63379469450947,21.237339837011106,21.494134011442785,149428800.0,46.30167770385742,47.40243310368821,45.99591324073295,47.323807479944385,56313800.0,37.9478874206543,39.1995018468429,37.9478874206543,38.9329993450529,126962000.0,0.6844556927680969,0.7110435931495773,0.6795771821379043,0.7073847392551499,341908000.0,27.604999542236328,28.577999114990234,27.504499435424805,28.5,126240000.0,113.81497192382812,116.77429596411045,112.41474920014916,114.00365635292634,59778600.0,374.447998046875,375.88299560546875,372.9200134277344,372.9200134277344,40378700,,,,,,108.08999633789062,108.18000030517578,107.3499984741211,107.91999816894531,6656000.0,13.619999885559082,13.720000267028809,13.5600004196167,13.65999984741211,2957300.0
2016-02-03,21.703617095947266,21.813993081224964,21.19228197679382,21.399519011604202,183857200.0,45.56783676147461,46.6423846625727,44.78158057404552,46.520078885102066,57559800.0,36.0769157409668,38.4367153967924,35.756818215101205,38.22431158082136,123420000.0,0.6878706216812134,0.693968788897377,0.6720154916007668,0.689822060779216,326772000.0,26.553499221801758,27.799999237060547,26.094999313354492,27.674999237060547,200974000.0,111.90829467773438,114.53990610232519,108.98868643886492,114.47039198123167,56919300.0,369.9490051269531,374.95001220703125,368.0450134277344,374.64599609375,45933400,,,,,,109.25,109.58000183105469,107.9000015258789,107.91000366210938,15785200.0,13.949999809265137,14.100000381469727,13.729999542236328,13.739999771118164,10054200.0
2016-02-04,21.878015518188477,22.0433470401719,21.558678918068512,21.71042043534473,185886800.0,45.42805862426758,46.13568919872146,44.877679288581234,45.51541894243509,46987100.0,35.13697052001953,36.07939943347287,34.83175690553419,35.8714596431997,103374000.0,0.688114583492279,0.7037258053937715,0.6812846339278289,0.688846307723339,348140000.0,26.812999725341797,26.949499130249023,25.961000442504883,26.25,123982000.0,109.72354125976562,111.16348731983648,108.49214512076767,111.0244590901014,38890200.0,389.593994140625,391.6080017089844,369.9930114746094,370.17401123046875,69285504,,,,,,110.56999969482422,110.69999694824219,109.91999816894531,110.44999694824219,13213700.0,14.170000076293945,14.199999809265137,14.0600004196167,14.15999984741211,7021100.0
2016-02-05,21.293691635131836,21.95048530071671,21.21895439813523,21.859892773065564,185672400.0,43.82060623168945,45.428060824952624,43.29643763212692,45.375642631963295,62009000.0,33.924068450927734,34.93746779959066,33.754339990883004,34.9315119500435,102114000.0,0.6446959376335144,0.691041859031788,0.6427445561280174,0.6834801830024253,600428000.0,25.10650062561035,26.47249984741211,24.95949935913086,26.464000701904297,194178000.0,103.34806823730469,108.81984760150854,102.46424275520351,108.75033349313439,76894700.0,386.54901123046875,391.093994140625,385.5719909667969,388.89801025390625,43825000,,,,,,112.31999969482422,112.3499984741211,109.58000183105469,109.79000091552734,14777300.0,14.34000015258789,14.34000015258789,13.970000267028809,13.979999542236328,5446000.0
2016-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.5220031738281,386.6310119628906,372.3869934082031,386.5889892578125,49249300,,,,,,,,,,,,,,,
2016-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.6199951171875,380.8710021972656,374.90301513671875,376.5140075683594,37076300,,,,,,,,,,,,,,,
2016-02-08,21.517906188964844,21.67417651105632,21.071739464345107,21.092121873697167,216085600.0,43.16539764404297,43.305176171828,42.099584286817745,43.287703439282,59290500.0,33.882877349853516,33.946896106563216,32.906201321153084,33.14392036664999,84948000.0,0.6151808500289917,0.6381098403996825,0.6061555522193324,0.6349388023922755,608852000.0,24.405000686645508,24.674999237060547,23.760499954223633,24.32349967956543,196510000.0,99.05804443359375,101.96771962577968,96.78392902062856,99.71346971767962,71229700.0,373.4469909667969,379.8789978027344,373.3340148925781,376.7569885253906,47671100,,,,,,113.83000183105469,114.87000274658203,113.38999938964844,113.66999816894531,28341200.0,14.59000015258789,14.720000267028809,14.479999542236328,14.510000228881836,13566900.0
2016-02-09,21.513381958007812,21.72853946722121,21.27331318376394,21.354846301037156,177324800.0,43.051822662353516,43.89049708593674,42.518916031848164,42.82468382492604,46740500.0,33.65309524536133,34.734485086686284,33.18957268013216,33.36575297993921,72178000.0,0.6217668056488037,0.6476229247353973,0.6049359258017205,0.6078630555686695,425372000.0,24.103500366210938,24.91900062561035,23.700000762939453,23.90049934387207,141558000.0,98.84949493408203,101.68965580653706,96.14836227973575,96.46614214633709,62709000.0,376.02899169921875,377.2460021972656,372.89801025390625,373.4230041503906,55318500,,,,,,113.58000183105469,114.69000244140625,113.55000305175781,114.43000030517578,18156700.0,14.510000228881836,14.710000038146973,14.460000038146973,14.640000343322754,6803800.0
2016-02-10,21.350313186645508,21.82139297982677,21.311811921371458,21.724006308427843,169374400.0,43.42748260498047,44.02154218993884,43.26149664222973,43.584733867621395,38237000.0,33.95136260986328,34.80446135285707,33.852600770226466,34.08733998859648,52760000.0,0.6203031539916992,0.6437200143822182,0.6168882085122633,0.6256695384282616,335800000.0,24.52400016784668,25.232999801635742,24.299999237060547,24.58799934387207,135724000.0,100.29936981201172,102.53376171376445,99.54463975934144,100.8455575296948,45179400.0,381.64898681640625,385.4830017089844,375.7829895019531,376.14599609375,85130896,,,,,,114.45999908447266,114.5199966430664,112.9800033569336,113.91999816894531,13311100.0,14.550000190734863,14.579999923706055,14.369999885559082,14.510000228881836,5097000.0
2016-02-11,21.221210479736328,21.452221430228466,20.969817124858015,21.24159461203064,200298800.0,43.41001510620117,43.7769358741313,42.37914707463175,42.52766365506977,48878600.0,33.9012336730957,34.210911314481066,33.194437592049496,33.498753833488635,60480000.0,0.6171321272850037,0.6234742022319965,0.6044479773910181,0.6044479773910181,340144000.0,25.19099998474121,25.46500015258789,24.200000762939453,24.558500289916992,147948000.0,101.20306396484375,104.38086284819977,98.194076413343,98.90908305621565,43670600.0,379.65399169921875,383.1300048828125,376.39898681640625,382.114013671875,74375600,,,,,,119.05999755859375,120.83999633789062,117.7699966430664,118.58999633789062,49139000.0,14.949999809265137,15.199999809265137,14.789999961853027,14.949999809265137,21500000.0
2016-02-12,21.286903381347656,21.402408929224723,21.06495344156264,21.332200521647106,161405600.0,44.117637634277344,44.2748888865111,43.46242519416432,43.89923348757301,34243300.0,33.86600112915039,34.429277577427904,33.677416899722104,34.25607708370277,42828000.0,0.6276208758354187,0.6288405323688495,0.6037161428192779,0.626889093546645,340816000.0,25.354000091552734,25.837499618530273,25.074499130249023,25.53499984741211,107696000.0,101.30237579345703,103.5169024131828,100.38875192164181,103.02037082965155,36176800.0,384.26300048828125,384.9540100097656,379.6000061035156,379.6860046386719,67042800,,,,,,118.36000061035156,118.73999786376953,117.87999725341797,118.12000274658203,16981200.0,14.989999771118164,15.0600004196167,14.890000343322754,14.949999809265137,7130900.0
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.8599853515625,391.8599853515625,384.6409912109375,384.6409912109375,61911700,,,,,,,,,,,,,,,
2016-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.2300109863281,407.2300109863281,392.9320068359375,392.9320068359375,74469800,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.18499755859375,410.3810119628906,397.7489929199219,407.5679931640625,74070496,,,,,,,,,,,,,,,
2016-02-16,21.887073516845703,21.93463421044413,21.427318417485296,21.52017451606062,196231600.0,44.95350646972656,44.95350646972656,44.108814261351476,44.786328852394554,37291200.0,34.29279327392578,34.64018998596316,33.99750739389863,34.3910553034491,50400000.0,0.6583556532859802,0.6593314020034606,0.6346948809376215,0.6366462620597063,485352000.0,26.05500030517578,26.22249984741211,25.58300018310547,25.974000930786133,102370000.0,100.9051513671875,103.20905766550335,99.54465206901862,103.07996217830066,45687200.0,407.4880065917969,408.94500732421875,401.4320068359375,401.4320068359375,73093104,,,,,,114.7699966430664,116.30999755859375,114.73999786376953,116.0,14601700.0,14.510000228881836,14.680000305175781,14.5,14.680000305175781,8638300.0
2016-02-17,22.222259521484375,22.24264192996997,21.776092815831376,21.893861874423507,179452800.0,46.12378692626953,46.43175013796473,45.27029674625359,45.30549311727773,40789000.0,35.15632247924805,35.22332105183503,34.3116596045945,34.64466087390519,49852000.0,0.674698531627655,0.6810406057633389,0.663965763941226,0.6666489849410443,771468000.0,26.704999923706055,26.874000549316406,25.969499588012695,26.437000274658203,96480000.0,104.47024536132812,104.98664246692557,99.70354655853008,101.31230408976839,44073400.0,416.3219909667969,421.1669921875,406.78399658203125,407.656005859375,83193600,,,,,,115.4800033569336,116.06999969482422,114.88999938964844,115.47000122070312,10582400.0,14.539999961853027,14.649999618530273,14.520000457763672,14.550000190734863,4999900.0
